Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"println(""The email should be filled"")",Firefox 122.0,,,08-07-2024 15:33:00,08-07-2024 15:33:00,0.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password""), password)",Firefox 122.0,,,08-07-2024 15:33:00,08-07-2024 15:33:00,0.301s,PASSED
"println(""The password should be filled"")",Firefox 122.0,,,08-07-2024 15:33:00,08-07-2024 15:33:00,0.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password_confirmation""), confirmpassword)",Firefox 122.0,,,08-07-2024 15:33:00,08-07-2024 15:33:00,0.278s,PASSED
"println(""The confirm password should be filled"")",Firefox 122.0,,,08-07-2024 15:33:00,08-07-2024 15:33:00,0.001s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:33:00,08-07-2024 15:33:01,0.504s,PASSED
"println(""The login button should be clickable"")",Firefox 122.0,,,08-07-2024 15:33:01,08-07-2024 15:33:01,0.003s,PASSED
"takeScreenshot(""C:\Taskbuddy\InvalidFullName.png"")",Firefox 122.0,,,08-07-2024 15:33:01,08-07-2024 15:33:01,0.719s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:33:01,08-07-2024 15:33:03,1.198s,PASSED
,,,,,,,
Test Cases/Login/TC008_Login successful,Firefox 122.0,,,08-07-2024 15:33:03,08-07-2024 15:33:21,18.243s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:33:03,08-07-2024 15:33:07,3.905s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:33:07,08-07-2024 15:33:11,4.014s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:33:11,08-07-2024 15:33:11,0.021s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:33:11,08-07-2024 15:33:11,0.001s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:33:11,08-07-2024 15:33:11,0.003s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:33:11,08-07-2024 15:33:11,0.001s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/a_Login""))",Firefox 122.0,,,08-07-2024 15:33:11,08-07-2024 15:33:15,4.374s,PASSED
ActualUrlLogin = getUrl(),Firefox 122.0,,,08-07-2024 15:33:15,08-07-2024 15:33:15,0.018s,PASSED
"ExpectedUrlLogin = ""https://task-buddy-d414881265e1.herokuapp.com/login""",Firefox 122.0,,,08-07-2024 15:33:15,08-07-2024 15:33:15,0.001s,PASSED
"verifyMatch(ActualUrlLogin, ExpectedUrlLogin, false)",Firefox 122.0,,,08-07-2024 15:33:15,08-07-2024 15:33:15,0.007s,PASSED
"ActualTitleLogin = getText(findTestObject(""Object Repository/Login/Page_TaskBuddy/strong_Login_title""))",Firefox 122.0,,,08-07-2024 15:33:15,08-07-2024 15:33:16,0.284s,PASSED
"ExpectedTitleLogin = ""Login""",Firefox 122.0,,,08-07-2024 15:33:16,08-07-2024 15:33:16,0.002s,PASSED
"verifyMatch(ActualTitleLogin, ExpectedTitleLogin, false)",Firefox 122.0,,,08-07-2024 15:33:16,08-07-2024 15:33:16,0.002s,PASSED
"println(""The Login page is displayed"")",Firefox 122.0,,,08-07-2024 15:33:16,08-07-2024 15:33:16,0.000s,PASSED
"takeScreenshot(""C:\Taskbuddy\LoginPage.png"")",Firefox 122.0,,,08-07-2024 15:33:16,08-07-2024 15:33:16,0.580s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Login_email""), username)",Firefox 122.0,,,08-07-2024 15:33:16,08-07-2024 15:33:17,0.605s,PASSED
"println(""Username is filled"")",Firefox 122.0,,,08-07-2024 15:33:17,08-07-2024 15:33:17,0.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Login_password""), password)",Firefox 122.0,,,08-07-2024 15:33:17,08-07-2024 15:33:17,0.295s,PASSED
"println(""Password is filled"")",Firefox 122.0,,,08-07-2024 15:33:17,08-07-2024 15:33:17,0.002s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_remember""))",Firefox 122.0,,,08-07-2024 15:33:17,08-07-2024 15:33:18,0.561s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:33:18,08-07-2024 15:33:20,1.936s,PASSED
"println(""Login button is clickable"")",Firefox 122.0,,,08-07-2024 15:33:20,08-07-2024 15:33:20,0.002s,PASSED
ActualLoginPageSuccess = getUrl(),Firefox 122.0,,,08-07-2024 15:33:20,08-07-2024 15:33:20,0.013s,PASSED
"ExpectedLoginPageSuccess = ""https://task-buddy-d414881265e1.herokuapp.com/dashboard""",Firefox 122.0,,,08-07-2024 15:33:20,08-07-2024 15:33:20,0.001s,PASSED
"verifyMatch(ActualLoginPageSuccess, ExpectedLoginPageSuccess, false)",Firefox 122.0,,,08-07-2024 15:33:20,08-07-2024 15:33:20,0.007s,PASSED
"println(""Login success and direct to Dashboard Page"")",Firefox 122.0,,,08-07-2024 15:33:20,08-07-2024 15:33:20,0.001s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:33:20,08-07-2024 15:33:21,1.335s,PASSED
,,,,,,,
Test Cases/Login/TC009_Login with invalid email address,Firefox 122.0,,,08-07-2024 15:33:21,08-07-2024 15:33:39,18.514s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:33:21,08-07-2024 15:33:25,4.008s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:33:25,08-07-2024 15:33:29,3.885s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:33:29,08-07-2024 15:33:29,0.028s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:33:29,08-07-2024 15:33:29,0.001s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:33:29,08-07-2024 15:33:29,0.004s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:33:29,08-07-2024 15:33:29,0.002s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/a_Login""))",Firefox 122.0,,,08-07-2024 15:33:29,08-07-2024 15:33:33,4.472s,PASSED
ActualUrlLogin = getUrl(),Firefox 122.0,,,08-07-2024 15:33:33,08-07-2024 15:33:33,0.011s,PASSED
"ExpectedUrlLogin = ""https://task-buddy-d414881265e1.herokuapp.com/login""",Firefox 122.0,,,08-07-2024 15:33:33,08-07-2024 15:33:33,0.001s,PASSED
"verifyMatch(ActualUrlLogin, ExpectedUrlLogin, false)",Firefox 122.0,,,08-07-2024 15:33:33,08-07-2024 15:33:33,0.002s,PASSED
"ActualTitleLogin = getText(findTestObject(""Object Repository/Login/Page_TaskBuddy/strong_Login_title""))",Firefox 122.0,,,08-07-2024 15:33:33,08-07-2024 15:33:34,0.294s,PASSED
"ExpectedTitleLogin = ""Login""",Firefox 122.0,,,08-07-2024 15:33:34,08-07-2024 15:33:34,0.000s,PASSED
"verifyMatch(ActualTitleLogin, ExpectedTitleLogin, false)",Firefox 122.0,,,08-07-2024 15:33:34,08-07-2024 15:33:34,0.002s,PASSED
"println(""The Login page is displayed"")",Firefox 122.0,,,08-07-2024 15:33:34,08-07-2024 15:33:34,0.001s,PASSED
"takeScreenshot(""C:\Taskbuddy\LoginPage.png"")",Firefox 122.0,,,08-07-2024 15:33:34,08-07-2024 15:33:34,0.586s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Login_email""), username)",Firefox 122.0,,,08-07-2024 15:33:34,08-07-2024 15:33:35,0.560s,PASSED
"println(""Username is filled"")",Firefox 122.0,,,08-07-2024 15:33:35,08-07-2024 15:33:35,0.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Login_password""), password)",Firefox 122.0,,,08-07-2024 15:33:35,08-07-2024 15:33:35,0.277s,PASSED
"println(""Password is filled"")",Firefox 122.0,,,08-07-2024 15:33:35,08-07-2024 15:33:35,0.002s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_remember""))",Firefox 122.0,,,08-07-2024 15:33:35,08-07-2024 15:33:36,0.496s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:33:36,08-07-2024 15:33:37,1.434s,PASSED
"println(""Login button is clickable"")",Firefox 122.0,,,08-07-2024 15:33:37,08-07-2024 15:33:37,0.003s,PASSED
"ActualErrorLogin = getText(findTestObject(""Object Repository/Login/Page_TaskBuddy/strong_These credentials do not match our records""))",Firefox 122.0,,,08-07-2024 15:33:37,08-07-2024 15:33:38,0.501s,PASSED
"ExpectedErrorLogin = ""These credentials do not match our records.""",Firefox 122.0,,,08-07-2024 15:33:38,08-07-2024 15:33:38,0.003s,PASSED
"verifyMatch(ActualErrorLogin, ExpectedErrorLogin, false)",Firefox 122.0,,,08-07-2024 15:33:38,08-07-2024 15:33:38,0.004s,PASSED
"takeScreenshot(""C:\Taskbuddy\ErrorInvalidEmail.png"")",Firefox 122.0,,,08-07-2024 15:33:38,08-07-2024 15:33:38,0.725s,PASSED
"println(""Login Unsuccessful"")",Firefox 122.0,,,08-07-2024 15:33:38,08-07-2024 15:33:38,0.001s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:33:38,08-07-2024 15:33:39,1.052s,PASSED
,,,,,,,
Test Cases/Login/TC010_Login with invalid password,Firefox 122.0,,,08-07-2024 15:33:39,08-07-2024 15:33:58,19.090s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:33:39,08-07-2024 15:33:44,4.266s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:33:44,08-07-2024 15:33:48,4.053s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:33:48,08-07-2024 15:33:48,0.045s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:33:48,08-07-2024 15:33:48,0.000s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:33:48,08-07-2024 15:33:48,0.002s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:33:48,08-07-2024 15:33:48,0.001s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/a_Login""))",Firefox 122.0,,,08-07-2024 15:33:48,08-07-2024 15:33:52,4.293s,PASSED
ActualUrlLogin = getUrl(),Firefox 122.0,,,08-07-2024 15:33:52,08-07-2024 15:33:52,0.021s,PASSED
"ExpectedUrlLogin = ""https://task-buddy-d414881265e1.herokuapp.com/login""",Firefox 122.0,,,08-07-2024 15:33:52,08-07-2024 15:33:52,0.010s,PASSED
"verifyMatch(ActualUrlLogin, ExpectedUrlLogin, false)",Firefox 122.0,,,08-07-2024 15:33:52,08-07-2024 15:33:52,0.005s,PASSED
"ActualTitleLogin = getText(findTestObject(""Object Repository/Login/Page_TaskBuddy/strong_Login_title""))",Firefox 122.0,,,08-07-2024 15:33:52,08-07-2024 15:33:53,0.282s,PASSED
"ExpectedTitleLogin = ""Login""",Firefox 122.0,,,08-07-2024 15:33:53,08-07-2024 15:33:53,0.001s,PASSED
"verifyMatch(ActualTitleLogin, ExpectedTitleLogin, false)",Firefox 122.0,,,08-07-2024 15:33:53,08-07-2024 15:33:53,0.003s,PASSED
"println(""The Login page is displayed"")",Firefox 122.0,,,08-07-2024 15:33:53,08-07-2024 15:33:53,0.001s,PASSED
"takeScreenshot(""C:\Taskbuddy\LoginPage.png"")",Firefox 122.0,,,08-07-2024 15:33:53,08-07-2024 15:33:53,0.648s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Login_email""), username)",Firefox 122.0,,,08-07-2024 15:33:53,08-07-2024 15:33:54,0.552s,PASSED
"println(""Username is filled"")",Firefox 122.0,,,08-07-2024 15:33:54,08-07-2024 15:33:54,0.003s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Login_password""), password)",Firefox 122.0,,,08-07-2024 15:33:54,08-07-2024 15:33:54,0.290s,PASSED
"println(""Password is filled"")",Firefox 122.0,,,08-07-2024 15:33:54,08-07-2024 15:33:54,0.001s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_remember""))",Firefox 122.0,,,08-07-2024 15:33:54,08-07-2024 15:33:55,0.500s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:33:55,08-07-2024 15:33:56,1.349s,PASSED
"println(""Login button is clickable"")",Firefox 122.0,,,08-07-2024 15:33:56,08-07-2024 15:33:56,0.001s,PASSED
"ActualErrorLogin = getText(findTestObject(""Object Repository/Login/Page_TaskBuddy/strong_These credentials do not match our records""))",Firefox 122.0,,,08-07-2024 15:33:56,08-07-2024 15:33:57,0.491s,PASSED
"ExpectedErrorLogin = ""These credentials do not match our records.""",Firefox 122.0,,,08-07-2024 15:33:57,08-07-2024 15:33:57,0.003s,PASSED
"verifyMatch(ActualErrorLogin, ExpectedErrorLogin, false)",Firefox 122.0,,,08-07-2024 15:33:57,08-07-2024 15:33:57,0.007s,PASSED
"takeScreenshot(""C:\Taskbuddy\ErrorInvalidPassword.png"")",Firefox 122.0,,,08-07-2024 15:33:57,08-07-2024 15:33:57,0.667s,PASSED
"println(""Login Unsuccessful"")",Firefox 122.0,,,08-07-2024 15:33:57,08-07-2024 15:33:57,0.001s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:33:57,08-07-2024 15:33:58,1.291s,PASSED
,,,,,,,
Test Cases/Login/TC011_Login with empty data,Firefox 122.0,,,08-07-2024 15:33:59,08-07-2024 15:34:15,16.457s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:33:59,08-07-2024 15:34:03,4.007s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:34:03,08-07-2024 15:34:07,4.068s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:34:07,08-07-2024 15:34:07,0.019s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:34:07,08-07-2024 15:34:07,0.000s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:34:07,08-07-2024 15:34:07,0.005s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:34:07,08-07-2024 15:34:07,0.002s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/a_Login""))",Firefox 122.0,,,08-07-2024 15:34:07,08-07-2024 15:34:11,4.214s,PASSED
ActualUrlLogin = getUrl(),Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:11,0.018s,PASSED
"ExpectedUrlLogin = ""https://task-buddy-d414881265e1.herokuapp.com/login""",Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:11,0.000s,PASSED
"verifyMatch(ActualUrlLogin, ExpectedUrlLogin, false)",Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:11,0.003s,PASSED
"ActualTitleLogin = getText(findTestObject(""Object Repository/Login/Page_TaskBuddy/strong_Login_title""))",Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:11,0.296s,PASSED
"ExpectedTitleLogin = ""Login""",Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:11,0.001s,PASSED
"verifyMatch(ActualTitleLogin, ExpectedTitleLogin, false)",Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:11,0.002s,PASSED
"println(""The Login page is displayed"")",Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:11,0.000s,PASSED
"takeScreenshot(""C:\Taskbuddy\LoginPage.png"")",Firefox 122.0,,,08-07-2024 15:34:11,08-07-2024 15:34:12,0.739s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_remember""))",Firefox 122.0,,,08-07-2024 15:34:12,08-07-2024 15:34:13,0.598s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/input_Remember Me_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:34:13,08-07-2024 15:34:13,0.499s,PASSED
"println(""Login button is clickable"")",Firefox 122.0,,,08-07-2024 15:34:13,08-07-2024 15:34:13,0.000s,PASSED
ActualEmptyData = getUrl(),Firefox 122.0,,,08-07-2024 15:34:13,08-07-2024 15:34:13,0.009s,PASSED
"ExpectedEmptyData = ""https://task-buddy-d414881265e1.herokuapp.com/login""",Firefox 122.0,,,08-07-2024 15:34:13,08-07-2024 15:34:13,0.002s,PASSED
"verifyMatch(ActualEmptyData, ExpectedEmptyData, false)",Firefox 122.0,,,08-07-2024 15:34:13,08-07-2024 15:34:13,0.003s,PASSED
"takeScreenshot(""C:\Taskbuddy\ErrorEmptyData.png"")",Firefox 122.0,,,08-07-2024 15:34:13,08-07-2024 15:34:14,0.591s,PASSED
"println(""Login Unsuccessful"")",Firefox 122.0,,,08-07-2024 15:34:14,08-07-2024 15:34:14,0.000s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:34:14,08-07-2024 15:34:15,1.207s,PASSED
,,,,,,,
Test Cases/Login/TC012_Navigate to signup page from login form,Firefox 122.0,,,08-07-2024 15:34:15,08-07-2024 15:34:32,17.280s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:34:15,08-07-2024 15:34:19,3.888s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:34:19,08-07-2024 15:34:23,4.166s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:34:23,08-07-2024 15:34:23,0.022s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:34:23,08-07-2024 15:34:23,0.000s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:34:23,08-07-2024 15:34:23,0.004s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:34:23,08-07-2024 15:34:23,0.001s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/a_Login""))",Firefox 122.0,,,08-07-2024 15:34:23,08-07-2024 15:34:28,5.265s,PASSED
ActualUrlLogin = getUrl(),Firefox 122.0,,,08-07-2024 15:34:28,08-07-2024 15:34:28,0.021s,PASSED
"ExpectedUrlLogin = ""https://task-buddy-d414881265e1.herokuapp.com/login""",Firefox 122.0,,,08-07-2024 15:34:28,08-07-2024 15:34:28,0.001s,PASSED
"verifyMatch(ActualUrlLogin, ExpectedUrlLogin, false)",Firefox 122.0,,,08-07-2024 15:34:28,08-07-2024 15:34:28,0.002s,PASSED
"ActualTitleLogin = getText(findTestObject(""Object Repository/Login/Page_TaskBuddy/strong_Login_title""))",Firefox 122.0,,,08-07-2024 15:34:28,08-07-2024 15:34:29,0.299s,PASSED
"ExpectedTitleLogin = ""Login""",Firefox 122.0,,,08-07-2024 15:34:29,08-07-2024 15:34:29,0.002s,PASSED
"verifyMatch(ActualTitleLogin, ExpectedTitleLogin, false)",Firefox 122.0,,,08-07-2024 15:34:29,08-07-2024 15:34:29,0.003s,PASSED
"println(""The Login page is displayed"")",Firefox 122.0,,,08-07-2024 15:34:29,08-07-2024 15:34:29,0.001s,PASSED
"takeScreenshot(""C:\Taskbuddy\LoginPage.png"")",Firefox 122.0,,,08-07-2024 15:34:29,08-07-2024 15:34:29,0.626s,PASSED
"click(findTestObject(""Object Repository/Login/Page_TaskBuddy/a_Register""))",Firefox 122.0,,,08-07-2024 15:34:29,08-07-2024 15:34:30,0.702s,PASSED
ActualRegisterPage = getUrl(),Firefox 122.0,,,08-07-2024 15:34:30,08-07-2024 15:34:30,0.010s,PASSED
"ExpectedRegisterPage = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:34:30,08-07-2024 15:34:30,0.000s,PASSED
"verifyMatch(ActualRegisterPage, ExpectedRegisterPage, false)",Firefox 122.0,,,08-07-2024 15:34:30,08-07-2024 15:34:30,0.002s,PASSED
"println(""The Register page is displayed"")",Firefox 122.0,,,08-07-2024 15:34:30,08-07-2024 15:34:30,0.001s,PASSED
"takeScreenshot(""C:\Taskbuddy\RegisterPage2.png"")",Firefox 122.0,,,08-07-2024 15:34:30,08-07-2024 15:34:31,0.884s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:34:31,08-07-2024 15:34:32,1.287s,PASSED
